t_s,side,cam,frames,silent_s,temp_c,temp_max_c
5.0,right,0,182,0.0,44.12900161743164,56.07899856567383
5.0,right,1,182,0.0,50.19200134277344,72.12100219726562
5.0,right,2,181,0.0,57.22700119018555,57.22700119018555
5.0,right,3,181,0.0,62.176998138427734,105.2030029296875
5.0,right,4,181,0.0,62.012001037597656,98.2020034790039
5.0,right,5,181,0.0,58.25299835205078,96.0989990234375
5.0,right,6,181,0.0,58.02799987792969,96.0719985961914
5.0,right,7,181,0.0,54.19499969482422,87.24199676513672
10.2,right,0,388,0.0,53.111000061035156,56.07899856567383
10.2,right,1,388,0.0,60.07400131225586,72.12100219726562
10.2,right,2,388,0.0,66.08499908447266,66.08499908447266
10.2,right,3,388,0.0,70.08499908447266,105.2030029296875
10.2,right,4,387,0.0,70.0,98.2020034790039
10.2,right,5,387,0.0,68.19200134277344,96.0989990234375
10.2,right,6,387,0.0,67.23999786376953,96.0719985961914
10.2,right,7,387,0.0,62.22700119018555,87.24199676513672
15.2,right,0,590,0.0,61.17399978637695,61.17399978637695
15.2,right,1,590,0.0,67.16100311279297,72.12100219726562
15.2,right,2,590,0.0,73.01100158691406,73.01100158691406
15.2,right,3,590,0.0,75.21800231933594,105.2030029296875
15.2,right,4,590,0.0,75.17500305175781,98.2020034790039
15.2,right,5,590,0.0,75.01499938964844,96.0989990234375
15.2,right,6,590,0.0,74.13099670410156,96.0719985961914
15.2,right,7,590,0.0,70.0260009765625,87.24199676513672
20.3,right,0,794,0.0,67.0510025024414,67.0510025024414
20.3,right,1,794,0.0,74.11299896240234,74.11299896240234
20.3,right,2,794,0.0,79.09700012207031,79.09700012207031
20.3,right,3,794,0.0,81.09500122070312,105.2030029296875
20.3,right,4,794,0.0,80.25199890136719,98.2020034790039
20.3,right,5,794,0.0,80.15799713134766,96.0989990234375
20.3,right,6,793,0.0,79.16699981689453,96.0719985961914
20.3,right,7,793,0.0,74.22699737548828,87.24199676513672
25.4,right,0,995,0.0,72.01100158691406,72.01100158691406
25.4,right,1,995,0.0,79.22799682617188,79.22799682617188
25.4,right,2,995,0.0,84.07099914550781,84.07099914550781
25.4,right,3,995,0.0,85.09700012207031,105.2030029296875
25.4,right,4,995,0.0,86.0739974975586,98.2020034790039
25.4,right,5,995,0.0,86.13999938964844,96.0989990234375
25.4,right,6,995,0.0,85.06300354003906,96.0719985961914
25.4,right,7,995,0.0,79.09300231933594,87.24199676513672
30.4,right,0,1197,0.0,76.11000061035156,76.11000061035156
30.4,right,1,1197,0.0,84.14900207519531,84.14900207519531
30.4,right,2,1196,0.0,88.12899780273438,88.12899780273438
30.4,right,3,1196,0.0,88.23899841308594,105.2030029296875
30.4,right,4,1196,0.0,90.0199966430664,98.2020034790039
30.4,right,5,1196,0.0,90.15499877929688,96.0989990234375
30.4,right,6,1196,0.0,89.14099884033203,96.0719985961914
30.4,right,7,1196,0.0,83.177001953125,87.24199676513672
35.5,right,0,1400,0.0,80.03500366210938,80.03500366210938
35.5,right,1,1400,0.0,89.16699981689453,89.16699981689453
35.5,right,2,1400,0.0,92.2239990234375,92.2239990234375
35.5,right,3,1400,0.0,92.0469970703125,105.2030029296875
35.5,right,4,1400,0.0,92.24500274658203,98.2020034790039
35.5,right,5,1400,0.0,94.11100006103516,96.0989990234375
35.5,right,6,1400,0.0,92.24400329589844,96.0719985961914
35.5,right,7,1400,0.0,87.00900268554688,87.24199676513672
40.5,right,0,1603,0.0,83.04199981689453,83.04199981689453
40.5,right,1,1603,0.0,93.03500366210938,93.03500366210938
40.5,right,2,1603,0.0,96.08799743652344,96.08799743652344
40.5,right,3,1603,0.0,94.21199798583984,105.2030029296875
40.5,right,4,1602,0.0,96.09300231933594,98.2020034790039
40.5,right,5,1602,0.0,98.16400146484375,98.16400146484375
40.5,right,6,1602,0.0,96.11000061035156,96.11000061035156
40.5,right,7,1602,0.0,89.23500061035156,89.23500061035156
45.6,right,0,1805,0.0,86.08699798583984,86.08699798583984
45.6,right,1,1805,0.0,96.15799713134766,96.15799713134766
45.6,right,2,1805,0.0,99.11199951171875,99.11199951171875
45.6,right,3,1805,0.0,97.04399871826172,105.2030029296875
45.6,right,4,1805,0.0,99.00399780273438,99.00399780273438
45.6,right,5,1805,0.0,101.2030029296875,101.2030029296875
45.6,right,6,1805,0.0,100.01499938964844,100.01499938964844
45.6,right,7,1805,0.0,93.00800323486328,93.00800323486328
50.6,right,0,2007,0.0,88.23400115966797,88.23400115966797
50.6,right,1,2007,0.0,100.14199829101562,100.14199829101562
50.6,right,2,2006,0.0,102.23200225830078,102.23200225830078
50.6,right,3,2006,0.0,99.09400177001953,105.2030029296875
50.6,right,4,2006,0.0,101.09300231933594,101.09300231933594
50.6,right,5,2006,0.0,104.2040023803711,104.2040023803711
50.6,right,6,2006,0.0,102.23799896240234,102.23799896240234
50.6,right,7,2006,0.0,95.11799621582031,95.11799621582031
55.7,right,0,2208,0.0,91.08599853515625,91.08599853515625
55.7,right,1,2208,0.0,103.16799926757812,103.16799926757812
55.7,right,2,2208,0.0,105.1780014038086,105.1780014038086
55.7,right,3,2208,0.0,101.18199920654297,105.2030029296875
55.7,right,4,2207,0.0,104.00399780273438,104.00399780273438
55.7,right,5,2207,0.0,107.18599700927734,107.18599700927734
55.7,right,6,2207,0.0,105.16699981689453,105.16699981689453
55.7,right,7,2207,0.0,97.19000244140625,97.19000244140625
60.7,right,0,2410,0.0,93.13500213623047,93.13500213623047
60.7,right,1,2410,0.0,106.21399688720703,106.21399688720703
60.7,right,2,2410,0.0,108.1240005493164,108.1240005493164
60.7,right,3,2410,0.0,103.1729965209961,105.2030029296875
60.7,right,4,2410,0.0,105.21299743652344,105.21299743652344
60.7,right,5,2410,0.0,110.18699645996094,110.18699645996094
60.7,right,6,2410,0.0,108.11499786376953,108.11499786376953
60.7,right,7,2410,0.0,99.24099731445312,99.24099731445312
65.8,right,0,2613,0.0,95.14600372314453,95.14600372314453
65.8,right,1,2613,0.0,109.22100067138672,109.22100067138672
65.8,right,2,2613,0.0,111.01300048828125,111.01300048828125
65.8,right,3,2613,0.0,105.10600280761719,105.2030029296875
65.8,right,4,2612,0.0,108.00800323486328,108.00800323486328
65.8,right,5,2612,0.0,113.1500015258789,113.1500015258789
65.8,right,6,2612,0.0,111.00499725341797,111.00499725341797
65.8,right,7,2612,0.0,101.25399780273438,101.25399780273438
70.8,right,0,2815,0.0,97.11799621582031,97.11799621582031
70.8,right,1,2814,0.0,112.16999816894531,112.16999816894531
70.8,right,2,2814,0.0,113.0989990234375,113.0989990234375
70.8,right,3,2814,0.0,107.0009994506836,107.0009994506836
70.8,right,4,2814,0.0,110.03900146484375,110.03900146484375
70.8,right,5,2721,2.3,115.0989990234375,115.0989990234375
70.8,right,6,2814,0.0,113.18900299072266,113.18900299072266
70.8,right,7,2814,0.0,103.24800109863281,103.24800109863281
75.9,right,0,3017,0.0,99.11000061035156,99.11000061035156
75.9,right,1,2892,3.1,113.2239990234375,113.2239990234375
75.9,right,2,3014,0.1,115.2239990234375,115.2239990234375
75.9,right,3,3017,0.0,108.1709976196289,108.1709976196289
75.9,right,4,3017,0.0,111.24800109863281,111.24800109863281
75.9,right,5,2721,7.4,115.0989990234375,115.0989990234375
75.9,right,6,3016,0.0,116.04000091552734,116.04000091552734
75.9,right,7,3016,0.0,105.16300201416016,105.16300201416016
80.9,right,0,3218,0.0,101.02400207519531,101.02400207519531
80.9,right,1,2892,8.2,113.2239990234375,113.2239990234375
80.9,right,2,3014,5.1,115.2239990234375,115.2239990234375
80.9,right,3,3218,0.0,110.0270004272461,110.0270004272461
80.9,right,4,3217,0.0,113.18199920654297,113.18199920654297
80.9,right,5,2721,12.4,115.0989990234375,115.0989990234375
80.9,right,6,3033,4.6,116.04000091552734,116.04000091552734
80.9,right,7,3217,0.0,107.13700103759766,107.13700103759766
86.0,right,0,3419,0.0,102.15499877929688,102.15499877929688
86.0,right,1,2892,13.2,113.2239990234375,113.2239990234375
86.0,right,2,3014,10.1,115.2239990234375,115.2239990234375
86.0,right,3,3418,0.0,111.13800048828125,111.13800048828125
86.0,right,4,3355,1.6,114.21700286865234,114.21700286865234
86.0,right,5,2721,17.5,115.0989990234375,115.0989990234375
86.0,right,6,3033,9.6,116.04000091552734,116.04000091552734
86.0,right,7,3418,0.0,108.25,108.25
91.0,right,0,3622,0.1,103.24800109863281,103.24800109863281
91.0,right,1,2892,18.3,113.2239990234375,113.2239990234375
91.0,right,2,3014,15.2,115.2239990234375,115.2239990234375
91.0,right,3,3622,0.1,112.19200134277344,112.19200134277344
91.0,right,4,3355,6.7,114.21700286865234,114.21700286865234
91.0,right,5,2721,22.5,115.0989990234375,115.0989990234375
91.0,right,6,3033,14.7,116.04000091552734,116.04000091552734
91.0,right,7,3621,0.1,110.12699890136719,110.12699890136719
96.1,right,0,3825,0.0,105.06500244140625,105.06500244140625
96.1,right,1,2892,23.3,113.2239990234375,113.2239990234375
96.1,right,2,3014,20.3,115.2239990234375,115.2239990234375
96.1,right,3,3825,0.0,113.24600219726562,113.24600219726562
96.1,right,4,3355,11.8,114.21700286865234,114.21700286865234
96.1,right,5,2721,27.6,115.0989990234375,115.0989990234375
96.1,right,6,3033,19.8,116.04000091552734,116.04000091552734
96.1,right,7,3825,0.0,111.2020034790039,111.2020034790039
101.2,right,0,4025,0.1,106.08000183105469,106.08000183105469
101.2,right,1,2892,28.4,113.2239990234375,113.2239990234375
101.2,right,2,3014,25.3,115.2239990234375,115.2239990234375
101.2,right,3,4025,0.1,115.00499725341797,115.00499725341797
101.2,right,4,3355,16.8,114.21700286865234,114.21700286865234
101.2,right,5,2721,32.6,115.0989990234375,115.0989990234375
101.2,right,6,3033,24.8,116.04000091552734,116.04000091552734
101.2,right,7,4025,0.1,112.21800231933594,112.21800231933594
106.2,right,0,4228,0.1,107.07599639892578,107.07599639892578
106.2,right,1,2892,33.5,113.2239990234375,113.2239990234375
106.2,right,2,3014,30.4,115.2239990234375,115.2239990234375
106.2,right,3,4060,4.2,115.02400207519531,115.02400207519531
106.2,right,4,3355,21.9,114.21700286865234,114.21700286865234
106.2,right,5,2721,37.7,115.0989990234375,115.0989990234375
106.2,right,6,3033,29.9,116.04000091552734,116.04000091552734
106.2,right,7,4227,0.1,114.01699829101562,114.01699829101562
111.3,right,0,4428,0.1,108.0719985961914,108.0719985961914
111.3,right,1,2892,38.5,113.2239990234375,113.2239990234375
111.3,right,2,3014,35.4,115.2239990234375,115.2239990234375
111.3,right,3,4060,9.2,115.02400207519531,115.02400207519531
111.3,right,4,3355,26.9,114.21700286865234,114.21700286865234
111.3,right,5,2721,42.8,115.0989990234375,115.0989990234375
111.3,right,6,3033,34.9,116.04000091552734,116.04000091552734
111.3,right,7,4427,0.1,115.03299713134766,115.03299713134766
116.3,right,0,4633,0.0,109.0479965209961,109.0479965209961
116.3,right,1,2892,43.6,113.2239990234375,113.2239990234375
116.3,right,2,3014,40.5,115.2239990234375,115.2239990234375
116.3,right,3,4060,14.3,115.02400207519531,115.02400207519531
116.3,right,4,3355,32.0,114.21700286865234,114.21700286865234
116.3,right,5,2721,47.8,115.0989990234375,115.0989990234375
116.3,right,6,3033,40.0,116.04000091552734,116.04000091552734
116.3,right,7,4632,0.0,116.01000213623047,116.01000213623047
121.4,right,0,4833,0.1,110.00499725341797,110.00499725341797
121.4,right,1,2892,48.6,113.2239990234375,113.2239990234375
121.4,right,2,3014,45.5,115.2239990234375,115.2239990234375
121.4,right,3,4060,19.3,115.02400207519531,115.02400207519531
121.4,right,4,3355,37.0,114.21700286865234,114.21700286865234
121.4,right,5,2721,52.9,115.0989990234375,115.0989990234375
121.4,right,6,3033,45.0,116.04000091552734,116.04000091552734
121.4,right,7,4652,4.6,116.04900360107422,116.04900360107422
126.4,right,0,5033,0.1,110.18000030517578,110.18000030517578
126.4,right,1,2892,53.6,113.2239990234375,113.2239990234375
126.4,right,2,3014,50.6,115.2239990234375,115.2239990234375
126.4,right,3,4060,24.4,115.02400207519531,115.02400207519531
126.4,right,4,3355,42.1,114.21700286865234,114.21700286865234
126.4,right,5,2721,57.9,115.0989990234375,115.0989990234375
126.4,right,6,3033,50.1,116.04000091552734,116.04000091552734
126.4,right,7,4652,9.6,116.04900360107422,116.04900360107422
131.4,right,0,5233,0.2,111.0979995727539,111.11699676513672
131.4,right,1,2892,58.7,113.2239990234375,113.2239990234375
131.4,right,2,3014,55.6,115.2239990234375,115.2239990234375
131.4,right,3,4060,29.4,115.02400207519531,115.02400207519531
131.4,right,4,3355,47.1,114.21700286865234,114.21700286865234
131.4,right,5,2721,62.9,115.0989990234375,115.0989990234375
131.4,right,6,3033,55.1,116.04000091552734,116.04000091552734
131.4,right,7,4652,14.7,116.04900360107422,116.04900360107422
136.5,right,0,5433,0.2,112.01599884033203,112.01599884033203
136.5,right,1,2892,63.7,113.2239990234375,113.2239990234375
136.5,right,2,3014,60.6,115.2239990234375,115.2239990234375
136.5,right,3,4060,34.4,115.02400207519531,115.02400207519531
136.5,right,4,3355,52.1,114.21700286865234,114.21700286865234
136.5,right,5,2721,68.0,115.0989990234375,115.0989990234375
136.5,right,6,3033,60.1,116.04000091552734,116.04000091552734
136.5,right,7,4652,19.7,116.04900360107422,116.04900360107422
141.5,right,0,5643,0.0,112.19100189208984,112.19100189208984
141.5,right,1,2892,68.8,113.2239990234375,113.2239990234375
141.5,right,2,3014,65.7,115.2239990234375,115.2239990234375
141.5,right,3,4060,39.5,115.02400207519531,115.02400207519531
141.5,right,4,3355,57.2,114.21700286865234,114.21700286865234
141.5,right,5,2721,73.0,115.0989990234375,115.0989990234375
141.5,right,6,3033,65.2,116.04000091552734,116.04000091552734
141.5,right,7,4652,24.8,116.04900360107422,116.04900360107422
146.7,right,0,5843,0.1,113.08899688720703,113.08899688720703
146.7,right,1,2892,73.9,113.2239990234375,113.2239990234375
146.7,right,2,3014,70.8,115.2239990234375,115.2239990234375
146.7,right,3,4060,44.6,115.02400207519531,115.02400207519531
146.7,right,4,3355,62.3,114.21700286865234,114.21700286865234
146.7,right,5,2721,78.2,115.0989990234375,115.0989990234375
146.7,right,6,3033,70.3,116.04000091552734,116.04000091552734
146.7,right,7,4652,29.9,116.04900360107422,116.04900360107422
151.7,right,0,6043,0.2,113.2249984741211,113.2249984741211
151.7,right,1,2892,78.9,113.2239990234375,113.2239990234375
