t_s,side,cam,frames,silent_s,temp_c,temp_max_c
5.0,right,0,175,0.1,40.04899978637695,113.16699981689453
5.0,right,3,175,0.1,46.09199905395508,109.24400329589844
10.3,right,0,390,0.1,49.16600036621094,113.16699981689453
10.3,right,3,390,0.1,53.236000061035156,109.24400329589844
15.4,right,0,595,0.0,55.237998962402344,113.16699981689453
15.4,right,3,595,0.0,60.14699935913086,109.24400329589844
20.4,right,0,795,0.0,60.255001068115234,113.16699981689453
20.4,right,3,795,0.0,65.01000213623047,109.24400329589844
25.5,right,0,995,0.1,65.15699768066406,113.16699981689453
25.5,right,3,995,0.1,68.19000244140625,109.24400329589844
30.5,right,0,1200,0.0,69.02400207519531,113.16699981689453
30.5,right,3,1200,0.0,72.07599639892578,109.24400329589844
35.6,right,0,1400,0.1,72.01100158691406,113.16699981689453
35.6,right,3,1400,0.1,74.1449966430664,109.24400329589844
40.7,right,0,1605,0.1,74.177001953125,113.16699981689453
40.7,right,3,1605,0.1,76.23300170898438,109.24400329589844
45.8,right,0,1810,0.0,76.16799926757812,113.16699981689453
45.8,right,3,1810,0.0,79.0260009765625,109.24400329589844
50.9,right,0,2010,0.1,78.16000366210938,113.16699981689453
50.9,right,3,2010,0.1,80.21499633789062,109.24400329589844
55.9,right,0,2215,0.0,80.1510009765625,113.16699981689453
55.9,right,3,2215,0.0,82.07099914550781,109.24400329589844
61.0,right,0,2415,0.1,82.00700378417969,113.16699981689453
61.0,right,3,2415,0.1,83.18299865722656,109.24400329589844
66.0,right,0,2620,0.0,83.08100128173828,113.16699981689453
66.0,right,3,2620,0.0,85.0,109.24400329589844
71.1,right,0,2820,0.1,84.13500213623047,113.16699981689453
71.1,right,3,2820,0.1,86.05400085449219,109.24400329589844
76.2,right,0,3025,0.1,85.20800018310547,113.16699981689453
76.2,right,3,3025,0.1,87.06900024414062,109.24400329589844
81.2,right,0,3225,0.1,86.18399810791016,113.16699981689453
81.2,right,3,3225,0.1,88.0260009765625,109.24400329589844
86.3,right,0,3430,0.0,87.16100311279297,113.16699981689453
86.3,right,3,3430,0.0,89.00199890136719,109.24400329589844
91.4,right,0,3630,0.1,88.11799621582031,113.16699981689453
91.4,right,3,3630,0.1,89.15699768066406,109.24400329589844
96.5,right,0,3835,0.1,89.09400177001953,113.16699981689453
96.5,right,3,3835,0.1,90.11399841308594,109.24400329589844
101.5,right,0,4040,0.0,90.01200103759766,113.16699981689453
101.5,right,3,4040,0.0,91.03199768066406,109.24400329589844
106.6,right,0,4240,0.1,90.20600128173828,113.16699981689453
106.6,right,3,4240,0.1,91.16699981689453,109.24400329589844
111.7,right,0,4445,0.0,91.1050033569336,113.16699981689453
111.7,right,3,4445,0.0,92.02799987792969,109.24400329589844
116.8,right,0,4645,0.1,92.00399780273438,113.16699981689453
116.8,right,3,4645,0.1,92.16300201416016,109.24400329589844
121.8,right,0,4850,0.1,92.13899993896484,113.16699981689453
121.8,right,3,4850,0.1,93.02300262451172,109.24400329589844
126.9,right,0,5050,0.1,93.01899719238281,113.16699981689453
126.9,right,3,5050,0.1,93.15899658203125,109.24400329589844
131.9,right,0,5255,0.0,93.15499877929688,113.16699981689453
131.9,right,3,5255,0.0,94.01899719238281,109.24400329589844
137.0,right,0,5455,0.1,94.01499938964844,113.16699981689453
137.0,right,3,5455,0.1,94.13500213623047,109.24400329589844
142.0,right,0,5660,0.0,94.1500015258789,113.16699981689453
142.0,right,3,5660,0.0,94.23200225830078,109.24400329589844
147.1,right,0,5860,0.1,94.24700164794922,113.16699981689453
147.1,right,3,5860,0.1,95.09200286865234,109.24400329589844
152.2,right,0,6065,0.0,95.10700225830078,113.16699981689453
152.2,right,3,6065,0.0,95.16899871826172,109.24400329589844
157.2,right,0,6265,0.1,95.2040023803711,113.16699981689453
157.2,right,3,6265,0.1,96.01000213623047,109.24400329589844
162.3,right,0,6465,0.1,96.06400299072266,113.16699981689453
162.3,right,3,6465,0.1,96.08799743652344,109.24400329589844
167.3,right,0,6670,0.0,96.14199829101562,113.16699981689453
167.3,right,3,6670,0.0,96.18399810791016,109.24400329589844
172.4,right,0,6870,0.1,96.23899841308594,113.16699981689453
172.4,right,3,6870,0.1,97.00599670410156,109.24400329589844
177.4,right,0,7075,0.0,97.08000183105469,113.16699981689453
177.4,right,3,7075,0.0,97.08300018310547,109.24400329589844
182.5,right,0,7275,0.1,97.1760025024414,113.16699981689453
182.5,right,3,7275,0.1,97.16100311279297,109.24400329589844
187.5,right,0,7475,0.1,97.23500061035156,113.16699981689453
187.5,right,3,7475,0.1,97.23799896240234,109.24400329589844
192.5,right,0,7680,0.0,98.07499694824219,113.16699981689453
192.5,right,3,7680,0.0,98.04000091552734,109.24400329589844
197.6,right,0,7880,0.1,98.15299987792969,113.16699981689453
197.6,right,3,7880,0.1,98.11799621582031,109.24400329589844
202.7,right,0,8085,0.0,98.2300033569336,113.16699981689453
202.7,right,3,8085,0.0,98.19499969482422,109.24400329589844
207.7,right,0,8285,0.1,99.052001953125,113.16699981689453
207.7,right,3,8285,0.1,99.01599884033203,109.24400329589844
212.8,right,0,8490,0.0,99.12899780273438,113.16699981689453
212.8,right,3,8490,0.0,99.0739974975586,109.24400329589844
217.8,right,0,8690,0.1,99.18699645996094,113.16699981689453
217.8,right,3,8690,0.1,99.13300323486328,109.24400329589844
222.9,right,0,8890,0.1,100.00900268554688,113.16699981689453
222.9,right,3,8890,0.1,99.19100189208984,109.24400329589844
227.9,right,0,9095,0.1,100.08599853515625,113.16699981689453
227.9,right,3,9095,0.1,99.2490005493164,109.24400329589844
233.0,right,0,9295,0.1,100.14399719238281,113.16699981689453
233.0,right,3,9295,0.1,100.0510025024414,109.24400329589844
238.1,right,0,9500,0.0,100.22200012207031,113.16699981689453
238.1,right,3,9500,0.0,100.12799835205078,109.24400329589844
243.1,right,0,9700,0.1,101.02400207519531,113.16699981689453
243.1,right,3,9700,0.1,100.16699981689453,109.24400329589844
248.2,right,0,9905,0.0,101.08200073242188,113.16699981689453
248.2,right,3,9905,0.0,100.2249984741211,109.24400329589844
253.2,right,0,10105,0.0,101.16000366210938,113.16699981689453
253.2,right,3,10105,0.0,101.0270004272461,109.24400329589844
258.2,right,0,10305,0.1,101.21800231933594,113.16699981689453
258.2,right,3,10305,0.1,101.08499908447266,109.24400329589844
263.3,right,0,10505,0.1,102.0199966430664,113.16699981689453
263.3,right,3,10505,0.1,101.1240005493164,109.24400329589844
268.3,right,0,10710,0.0,102.0780029296875,113.16699981689453
268.3,right,3,10710,0.0,101.20099639892578,109.24400329589844
273.4,right,0,10910,0.1,102.13600158691406,113.16699981689453
273.4,right,3,10910,0.1,101.23999786376953,109.24400329589844
278.4,right,0,11115,0.0,102.19400024414062,113.16699981689453
278.4,right,3,11115,0.0,102.04199981689453,109.24400329589844
283.5,right,0,11315,0.1,102.25199890136719,113.16699981689453
283.5,right,3,11315,0.1,102.08100128173828,109.24400329589844
288.5,right,0,11520,0.0,103.05400085449219,113.16699981689453
288.5,right,3,11520,0.0,102.13899993896484,109.24400329589844
293.6,right,0,11720,0.1,103.11199951171875,113.16699981689453
293.6,right,3,11720,0.1,102.1780014038086,109.24400329589844
298.6,right,0,11920,0.1,103.16999816894531,113.16699981689453
298.6,right,3,11920,0.1,102.21600341796875,109.24400329589844
303.7,right,0,12125,0.1,103.20899963378906,113.16699981689453
303.7,right,3,12125,0.1,103.01799774169922,109.24400329589844
308.8,right,0,12325,0.1,104.01100158691406,113.16699981689453
308.8,right,3,12325,0.1,103.05699920654297,109.24400329589844
313.8,right,0,12530,0.1,104.05000305175781,113.16699981689453
313.8,right,3,12530,0.1,103.11499786376953,109.24400329589844
318.9,right,0,12730,0.1,104.10800170898438,113.16699981689453
318.9,right,3,12730,0.1,103.15399932861328,109.24400329589844
323.9,right,0,12935,0.0,104.14700317382812,113.16699981689453
323.9,right,3,12935,0.0,103.21199798583984,109.24400329589844
329.0,right,0,13135,0.1,104.20500183105469,113.16699981689453
329.0,right,3,13135,0.1,103.2509994506836,109.24400329589844
334.0,right,0,13340,0.0,105.00700378417969,113.16699981689453
334.0,right,3,13340,0.0,104.03299713134766,109.24400329589844
339.1,right,0,13540,0.1,105.06500244140625,113.16699981689453
339.1,right,3,13540,0.1,104.09100341796875,109.24400329589844
344.1,right,0,13745,0.0,105.10399627685547,113.16699981689453
344.1,right,3,13745,0.0,104.12999725341797,109.24400329589844
349.2,right,0,13945,0.0,105.14299774169922,113.16699981689453
349.2,right,3,13945,0.0,104.16899871826172,109.24400329589844
354.2,right,0,14145,0.1,105.20099639892578,113.16699981689453
354.2,right,3,14145,0.1,104.22699737548828,109.24400329589844
359.3,right,0,14350,0.1,105.23899841308594,113.16699981689453
359.3,right,3,14350,0.1,105.01000213623047,109.24400329589844
364.4,right,0,14550,0.1,106.04199981689453,113.16699981689453
364.4,right,3,14550,0.1,105.0479965209961,109.24400329589844
369.4,right,0,14755,0.0,106.08000183105469,113.16699981689453
369.4,right,3,14755,0.0,105.08699798583984,109.24400329589844
374.5,right,0,14955,0.1,106.13800048828125,113.16699981689453
374.5,right,3,14955,0.1,105.1259994506836,109.24400329589844
